failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0001642,AST000887,LOC0019,2025-07-03 15:46:01,Obstruction,Improper Adjustment,Rain,2.87,WO0004731
FE0001643,AST000896,LOC0017,2023-10-27 02:48:40,Power loss,Water Ingress,Clear,10.55,WO0005099
FE0001644,AST001169,LOC0022,2025-01-10 16:05:30,HVAC failure,Debris,Clear,6.96,WO0004218
FE0001645,AST001060,LOC0003,2024-02-07 22:40:03,Propulsion fault,Wear & Tear,Clear,4.95,WO0007625
FE0001646,AST000598,LOC0001,2024-04-14 01:56:32,Insulation fault,Debris,Rain,2.92,
FE0001647,AST000588,LOC0018,2025-08-02 07:18:04,Bond wire issue,Wear & Tear,Rain,5.54,
FE0001648,AST000071,LOC0013,2025-02-21 17:34:03,Bond wire issue,Water Ingress,Rain,4.79,
FE0001649,AST000777,LOC0002,2024-12-13 15:32:14,Trip event,Wear & Tear,Snow,1.49,WO0001114
FE0001650,AST000452,LOC0001,2023-04-16 15:31:22,Control failure,Water Ingress,Clear,0.79,WO0005398
FE0001651,AST000895,LOC0023,2024-08-17 21:58:49,Control failure,Unknown,Clear,10.23,WO0000273
FE0001652,AST000707,LOC0016,2023-08-01 02:58:45,HVAC failure,Wear & Tear,Rain,9.68,WO0007162
FE0001653,AST000539,LOC0022,2023-03-15 19:03:57,Handrail failure,Power Quality,Clear,11.49,WO0002191
FE0001654,AST000704,LOC0008,2025-04-03 17:30:08,HVAC failure,Debris,High Humidity,10.46,
FE0001655,AST000345,LOC0024,2025-11-13 14:33:43,Track circuit failure,Power Quality,Clear,8.59,WO0004634
FE0001656,AST000499,LOC0017,2023-04-29 08:01:01,Relay failure,Water Ingress,Clear,7.63,WO0004835
FE0001657,AST000379,LOC0025,2023-07-06 00:05:24,Trip event,Unknown,Snow,14.92,WO0006981
FE0001658,AST000997,LOC0001,2024-07-03 15:23:51,Bond wire issue,Wear & Tear,Clear,1.88,WO0006927
FE0001659,AST000161,LOC0008,2024-03-14 12:01:27,Sensor fault,Wear & Tear,Rain,15.32,WO0001728
FE0001660,AST000809,LOC0013,2025-04-20 09:41:11,Relay failure,Vandalism,Clear,4.09,
FE0001661,AST000160,LOC0024,2024-05-24 08:51:39,Propulsion fault,Wear & Tear,Rain,11.4,
FE0001662,AST000538,LOC0006,2024-05-12 03:49:36,Brake issue,Vandalism,Heat Wave,5.55,WO0006065
FE0001663,AST000334,LOC0025,2023-03-03 18:17:00,Control board fault,Wear & Tear,Clear,9.64,WO0003910
FE0001664,AST001118,LOC0005,2023-07-31 03:01:50,Hydraulic leak,Wear & Tear,Rain,20.82,WO0000973
FE0001665,AST000719,LOC0015,2025-04-04 18:35:05,Sensor fault,Power Quality,Snow,1.85,WO0004877
FE0001666,AST000698,LOC0023,2024-02-14 10:43:50,Brake issue,Debris,Snow,6.13,WO0000817
FE0001667,AST000849,LOC0025,2025-10-16 11:46:50,Step chain issue,Wear & Tear,Clear,14.96,WO0000944
FE0001668,AST000761,LOC0013,2025-04-03 22:08:46,Brake issue,Wear & Tear,Clear,7.56,WO0008579
FE0001669,AST000102,LOC0008,2025-09-22 22:28:48,Brake issue,Water Ingress,High Humidity,3.32,
FE0001670,AST000729,LOC0001,2023-04-25 06:09:17,Bearing failure,Wear & Tear,Rain,8.12,WO0004868
FE0001671,AST000969,LOC0025,2025-03-02 11:13:20,Obstruction,Power Quality,Clear,7.09,WO0000285
FE0001672,AST001143,LOC0023,2023-12-02 11:13:37,Obstruction,Wear & Tear,Rain,8.22,WO0003412
FE0001673,AST000167,LOC0017,2024-04-06 21:29:56,Door fault,Wear & Tear,Rain,4.6,
FE0001674,AST000128,LOC0005,2024-04-26 04:30:53,Door fault,Vandalism,Rain,29.77,WO0006794
FE0001675,AST001024,LOC0008,2023-12-01 21:09:10,Propulsion fault,Wear & Tear,Heat Wave,16.72,WO0007980
FE0001676,AST000213,LOC0023,2024-06-18 02:00:29,Relay failure,Wear & Tear,Clear,8.17,WO0007729
FE0001677,AST000075,LOC0017,2023-10-22 09:23:04,Water intrusion,Power Quality,Clear,4.51,WO0006925
FE0001678,AST000751,LOC0020,2023-07-04 21:38:19,Trip event,Water Ingress,Rain,2.9,
FE0001679,AST000411,LOC0006,2025-05-17 13:36:23,Brake issue,Wear & Tear,Clear,10.58,WO0001368
FE0001680,AST001126,LOC0014,2025-01-14 03:15:29,Short circuit,Wear & Tear,Clear,6.84,WO0003951
FE0001681,AST000024,LOC0012,2023-01-07 02:04:42,Brake issue,Power Quality,Clear,1.44,WO0000304
FE0001682,AST000572,LOC0002,2024-02-08 06:53:48,Heater failure,Design Limitation,Snow,4.87,
FE0001683,AST000123,LOC0019,2024-10-19 00:43:34,Motor issue,Wear & Tear,Clear,4.67,WO0005296
FE0001684,AST000904,LOC0015,2025-10-18 06:05:25,Propulsion fault,Wear & Tear,Rain,13.34,
FE0001685,AST001190,LOC0016,2023-04-02 21:19:18,Brake issue,Water Ingress,Clear,4.48,
FE0001686,AST000898,LOC0014,2025-11-28 11:57:52,Alignment issue,Wear & Tear,Clear,13.15,WO0004789
FE0001687,AST000308,LOC0006,2024-12-09 08:10:39,Hydraulic leak,Debris,Clear,5.39,WO0006476
FE0001688,AST000064,LOC0022,2024-04-24 14:42:13,Relay failure,Improper Adjustment,Rain,6.89,WO0001259
FE0001689,AST000040,LOC0024,2023-01-10 10:23:23,Step chain issue,Water Ingress,High Humidity,10.67,WO0001647
FE0001690,AST000843,LOC0015,2025-12-25 12:53:09,Short circuit,Design Limitation,Clear,3.74,WO0000024
FE0001691,AST000783,LOC0012,2023-02-20 22:01:43,Obstruction,Wear & Tear,Snow,15.06,WO0008236
FE0001692,AST000820,LOC0020,2023-01-14 15:00:33,Door fault,Debris,Snow,2.4,
FE0001693,AST001100,LOC0019,2025-05-12 23:16:26,Overheating,Wear & Tear,Clear,20.19,WO0007216
FE0001694,AST000147,LOC0024,2024-07-13 04:48:51,Heater failure,Improper Adjustment,Clear,7.63,WO0007952
FE0001695,AST000980,LOC0009,2024-06-01 12:30:09,Interlocking fault,Water Ingress,Snow,9.38,WO0000555
FE0001696,AST000812,LOC0002,2024-03-05 04:59:39,Motor failure,Wear & Tear,High Humidity,13.84,WO0005460
FE0001697,AST000556,LOC0004,2025-01-30 19:30:13,Control failure,Design Limitation,Rain,4.55,WO0000631
FE0001698,AST000082,LOC0007,2024-11-09 18:36:04,Motor issue,Wear & Tear,High Humidity,6.59,WO0004946
FE0001699,AST000517,LOC0024,2024-09-20 15:00:56,Interlocking fault,Debris,Clear,15.94,WO0002131
FE0001700,AST000288,LOC0011,2023-01-12 12:49:09,HVAC failure,Water Ingress,Rain,16.76,WO0006380
FE0001701,AST000982,LOC0012,2025-05-19 18:56:17,Door fault,Vandalism,High Humidity,6.39,WO0004986
FE0001702,AST000829,LOC0008,2023-04-11 08:22:07,Door fault,Wear & Tear,Rain,5.23,WO0007947
FE0001703,AST000541,LOC0013,2025-11-27 20:41:17,Bond wire issue,Improper Adjustment,Clear,0.71,
FE0001704,AST000896,LOC0017,2025-07-22 11:03:23,Bearing failure,Wear & Tear,Rain,1.6,WO0005099
FE0001705,AST000459,LOC0014,2023-07-01 17:52:34,Bond wire issue,Wear & Tear,Rain,10.99,
FE0001706,AST000639,LOC0023,2024-03-16 00:38:38,Motor issue,Improper Adjustment,Clear,2.56,WO0004942
FE0001707,AST000183,LOC0004,2024-05-15 09:52:45,Water intrusion,Debris,High Humidity,6.08,
FE0001708,AST000658,LOC0022,2023-05-30 14:04:04,Control failure,Power Quality,Clear,5.15,WO0000557
FE0001709,AST001148,LOC0002,2024-05-27 05:19:31,Brake issue,Wear & Tear,Clear,7.2,
FE0001710,AST001111,LOC0025,2023-06-29 15:46:22,Control failure,Wear & Tear,Clear,4.04,WO0002624
FE0001711,AST000567,LOC0023,2023-11-10 09:16:46,Relay failure,Improper Adjustment,Clear,5.09,WO0007045
FE0001712,AST000583,LOC0005,2025-04-15 07:07:13,Insulation breakdown,Wear & Tear,Snow,0.8,
FE0001713,AST000298,LOC0015,2024-08-03 00:22:48,Motor failure,Improper Adjustment,Clear,6.28,WO0000026
FE0001714,AST000997,LOC0001,2023-07-02 23:32:40,Bond wire issue,Water Ingress,Clear,4.05,WO0000067
FE0001715,AST000112,LOC0018,2023-06-11 12:13:25,Vibration high,Water Ingress,Clear,1.45,
FE0001716,AST001197,LOC0010,2023-07-17 00:57:11,Propulsion fault,Vandalism,Clear,7.37,WO0004669
FE0001717,AST000804,LOC0010,2025-10-25 03:06:28,Bond wire issue,Water Ingress,Clear,8.65,
FE0001718,AST000432,LOC0001,2023-10-06 08:07:47,Brake issue,Improper Adjustment,Snow,6.43,WO0003884
FE0001719,AST000782,LOC0005,2023-08-01 23:31:55,Short circuit,Wear & Tear,Clear,16.15,WO0001867
FE0001720,AST001069,LOC0024,2024-05-16 05:00:12,Alignment issue,Wear & Tear,Clear,7.16,WO0006415
FE0001721,AST000930,LOC0023,2025-02-25 06:26:19,HVAC failure,Wear & Tear,Rain,7.73,WO0005790
FE0001722,AST000198,LOC0023,2024-04-15 19:54:31,Brake issue,Improper Adjustment,Clear,4.42,WO0000187
FE0001723,AST000620,LOC0016,2023-07-18 20:59:29,Interlocking fault,Power Quality,Clear,8.55,WO0005317
FE0001724,AST000663,LOC0024,2024-02-19 05:30:50,Propulsion fault,Wear & Tear,Clear,17.91,WO0004406
FE0001725,AST000630,LOC0021,2023-11-06 21:13:49,Control failure,Improper Adjustment,High Humidity,5.07,WO0003584
FE0001726,AST000096,LOC0012,2023-06-23 20:30:13,Sensor fault,Improper Adjustment,Clear,17.64,WO0002864
FE0001727,AST000090,LOC0024,2025-06-27 09:28:17,Bearing failure,Water Ingress,Clear,1.98,WO0001816
FE0001728,AST001047,LOC0025,2025-08-17 06:07:34,Power loss,Water Ingress,Rain,3.32,WO0000894
FE0001729,AST000201,LOC0025,2025-07-06 15:33:46,Short circuit,Wear & Tear,Clear,2.91,WO0001064
FE0001730,AST000257,LOC0004,2025-05-16 22:18:29,Interlocking fault,Debris,Rain,7.93,WO0001808
FE0001731,AST000472,LOC0021,2023-03-01 09:53:44,Brake issue,Wear & Tear,Clear,4.53,
FE0001732,AST000990,LOC0001,2023-02-25 06:34:19,Water intrusion,Debris,High Humidity,1.68,WO0004029
FE0001733,AST000397,LOC0001,2023-12-22 08:03:11,Insulation fault,Design Limitation,Clear,7.86,
FE0001734,AST000282,LOC0001,2023-05-29 14:08:29,Insulation breakdown,Power Quality,Heat Wave,12.69,WO0007758
FE0001735,AST001196,LOC0017,2024-07-18 22:16:07,Door fault,Wear & Tear,Clear,1.82,WO0008802
FE0001736,AST001063,LOC0011,2025-01-19 01:17:28,Sensor fault,Power Quality,Clear,13.19,WO0006193
FE0001737,AST000012,LOC0005,2025-05-23 09:52:34,Communication loss,Wear & Tear,Clear,7.42,WO0003496
FE0001738,AST000637,LOC0021,2023-05-08 03:24:44,Control board fault,Wear & Tear,Heat Wave,4.2,
FE0001739,AST000662,LOC0001,2023-05-12 18:13:25,Propulsion fault,Improper Adjustment,Rain,14.39,WO0006366
FE0001740,AST000576,LOC0015,2024-11-30 06:39:44,Bond wire issue,Wear & Tear,Clear,12.72,
FE0001741,AST000394,LOC0003,2024-03-11 16:14:24,Insulation fault,Water Ingress,Clear,4.66,WO0006178
FE0001742,AST000858,LOC0015,2025-07-29 12:06:28,Relay failure,Wear & Tear,Clear,7.1,WO0002630
FE0001743,AST000468,LOC0017,2025-08-08 02:59:38,Track circuit failure,Wear & Tear,Rain,4.94,
FE0001744,AST000927,LOC0023,2025-08-24 20:13:09,Alignment issue,Wear & Tear,Clear,0.61,WO0005483
FE0001745,AST000054,LOC0017,2025-04-02 17:51:57,Alignment issue,Water Ingress,High Humidity,6.03,
FE0001746,AST000315,LOC0008,2023-01-01 22:06:31,Vibration high,Wear & Tear,Snow,5.11,
FE0001747,AST000406,LOC0012,2023-03-19 01:48:52,Trip event,Wear & Tear,Clear,4.07,
FE0001748,AST000025,LOC0025,2024-12-23 19:55:01,Short circuit,Water Ingress,Clear,0.25,
FE0001749,AST000286,LOC0011,2024-09-08 14:33:23,Water intrusion,Water Ingress,Clear,4.77,WO0002797
FE0001750,AST000821,LOC0024,2025-03-02 00:34:35,Alignment issue,Power Quality,Rain,12.08,WO0005028
FE0001751,AST000212,LOC0021,2025-02-20 04:23:29,Interlocking fault,Wear & Tear,Clear,6.23,WO0008641
FE0001752,AST000905,LOC0008,2024-02-18 22:56:01,Sensor fault,Wear & Tear,Clear,2.96,WO0003939
FE0001753,AST001181,LOC0022,2025-02-28 17:13:12,HVAC failure,Improper Adjustment,Clear,3.98,WO0001574
FE0001754,AST000618,LOC0001,2024-03-30 07:18:55,Bearing failure,Wear & Tear,Clear,1.79,WO0001737
FE0001755,AST000218,LOC0020,2024-10-14 21:55:18,Alignment issue,Water Ingress,Rain,0.66,WO0004213
FE0001756,AST000723,LOC0020,2023-07-19 14:49:26,Insulation fault,Debris,Clear,5.68,WO0007332
FE0001757,AST000419,LOC0003,2024-02-19 02:23:50,Brake issue,Vandalism,Clear,1.62,WO0003635
FE0001758,AST000032,LOC0005,2023-08-06 15:10:30,Insulation breakdown,Unknown,Clear,9.23,
FE0001759,AST000623,LOC0021,2025-08-22 08:16:05,Interlocking fault,Improper Adjustment,Rain,3.75,
FE0001760,AST000747,LOC0006,2025-08-31 12:32:54,Communication loss,Water Ingress,Clear,6.89,WO0002209
FE0001761,AST000118,LOC0003,2024-04-20 00:29:24,Obstruction,Design Limitation,Clear,1.52,
FE0001762,AST000486,LOC0005,2024-06-10 13:32:40,Propulsion fault,Wear & Tear,Rain,3.68,WO0007153
FE0001763,AST000688,LOC0021,2024-02-01 09:11:07,Insulation fault,Water Ingress,Clear,25.6,WO0001924
FE0001764,AST000408,LOC0006,2025-10-25 22:30:25,Propulsion fault,Water Ingress,Clear,6.74,
FE0001765,AST000892,LOC0025,2024-05-23 14:32:26,Motor issue,Wear & Tear,Heat Wave,2.19,
FE0001766,AST000021,LOC0017,2025-06-25 16:57:21,Insulation breakdown,Water Ingress,Clear,8.72,WO0001456
FE0001767,AST000580,LOC0011,2025-07-20 02:12:02,Insulation breakdown,Debris,Clear,3.86,WO0003344
FE0001768,AST001144,LOC0002,2024-08-25 13:34:28,Track circuit failure,Wear & Tear,High Humidity,5.69,WO0006874
FE0001769,AST001008,LOC0009,2024-05-21 23:38:48,Control failure,Vandalism,Clear,10.28,WO0007028
FE0001770,AST001007,LOC0004,2025-07-02 17:55:57,Hydraulic leak,Vandalism,Rain,9.5,WO0001667
FE0001771,AST000161,LOC0008,2025-01-27 23:31:34,Door fault,Power Quality,High Humidity,25.64,WO0008517
FE0001772,AST000162,LOC0014,2023-03-21 22:58:59,Door fault,Wear & Tear,Clear,8.79,WO0008924
FE0001773,AST000867,LOC0009,2025-03-16 03:29:57,Track circuit failure,Wear & Tear,Clear,10.84,WO0007529
FE0001774,AST000910,LOC0011,2024-11-07 14:43:34,Brake issue,Water Ingress,Clear,10.55,
FE0001775,AST000255,LOC0004,2025-01-24 07:32:58,Obstruction,Wear & Tear,Clear,5.76,WO0004482
FE0001776,AST000345,LOC0024,2023-07-08 20:47:29,Interlocking fault,Wear & Tear,Clear,7.4,WO0004634
FE0001777,AST000928,LOC0006,2025-02-12 14:56:29,Insulation fault,Wear & Tear,Clear,2.02,WO0007067
FE0001778,AST000468,LOC0017,2024-06-10 15:23:47,Communication loss,Water Ingress,High Humidity,5.66,
FE0001779,AST000840,LOC0010,2024-02-04 09:08:52,Door fault,Water Ingress,Clear,1.4,
FE0001780,AST000559,LOC0024,2025-01-18 01:03:35,Handrail failure,Water Ingress,Heat Wave,16.18,WO0008513
FE0001781,AST001125,LOC0016,2023-01-18 10:27:43,Propulsion fault,Wear & Tear,Clear,15.36,
FE0001782,AST000916,LOC0025,2025-02-13 07:37:41,Short circuit,Vandalism,Clear,4.89,WO0001108
FE0001783,AST000776,LOC0017,2025-04-16 22:33:17,Control failure,Wear & Tear,Clear,8.58,
FE0001784,AST000020,LOC0014,2024-06-14 00:06:30,Step chain issue,Water Ingress,Clear,1.66,WO0006233
FE0001785,AST001125,LOC0016,2024-10-03 03:49:04,Propulsion fault,Improper Adjustment,Clear,7.73,
FE0001786,AST000689,LOC0014,2023-04-06 00:30:58,Insulation breakdown,Water Ingress,Snow,8.8,WO0005952
FE0001787,AST000193,LOC0011,2025-09-18 07:48:36,Motor issue,Wear & Tear,Heat Wave,22.64,
FE0001788,AST000742,LOC0019,2023-10-10 12:15:26,Communication loss,Debris,Clear,14.38,
FE0001789,AST000889,LOC0004,2025-01-24 12:00:53,Short circuit,Power Quality,Snow,14.08,WO0002788
FE0001790,AST001142,LOC0021,2025-05-19 19:03:12,Power loss,Wear & Tear,Rain,4.19,WO0005293
FE0001791,AST000380,LOC0013,2023-02-26 22:35:47,HVAC failure,Design Limitation,Clear,5.81,
FE0001792,AST000433,LOC0019,2024-11-24 21:59:31,Short circuit,Wear & Tear,Clear,2.61,WO0001925
FE0001793,AST000900,LOC0009,2025-02-16 14:42:45,Motor issue,Improper Adjustment,Snow,17.11,WO0002145
FE0001794,AST001136,LOC0010,2024-02-29 14:08:19,Relay failure,Unknown,Rain,2.93,WO0000938
FE0001795,AST001176,LOC0006,2023-10-25 23:55:54,Door fault,Improper Adjustment,Clear,13.91,WO0004314
FE0001796,AST000669,LOC0023,2024-01-15 15:24:13,Vibration high,Unknown,Rain,11.34,
FE0001797,AST000349,LOC0005,2025-12-05 09:08:19,Track circuit failure,Power Quality,Clear,5.77,WO0005936
FE0001798,AST000227,LOC0014,2024-03-08 17:20:50,Track circuit failure,Wear & Tear,Heat Wave,4.36,
FE0001799,AST000008,LOC0016,2024-07-15 13:33:14,Propulsion fault,Wear & Tear,Snow,12.82,
FE0001800,AST001050,LOC0020,2025-04-20 16:05:20,Bond wire issue,Power Quality,Clear,1.42,
FE0001801,AST001162,LOC0013,2024-06-02 01:32:04,Short circuit,Wear & Tear,High Humidity,4.94,
FE0001802,AST000918,LOC0005,2023-04-20 20:51:28,Door fault,Wear & Tear,Rain,2.13,WO0004647
FE0001803,AST000943,LOC0023,2024-05-08 01:34:45,Trip event,Water Ingress,Rain,5.7,WO0008673
FE0001804,AST000763,LOC0013,2023-12-08 16:45:39,Power loss,Water Ingress,Snow,4.54,WO0002930
FE0001805,AST001078,LOC0009,2023-08-27 18:05:17,Track circuit failure,Water Ingress,Clear,8.92,WO0005166
FE0001806,AST000419,LOC0003,2025-09-29 00:58:31,HVAC failure,Wear & Tear,Clear,4.86,WO0008395
FE0001807,AST000634,LOC0016,2024-03-29 23:54:31,Water intrusion,Power Quality,Rain,10.39,WO0003028
FE0001808,AST000153,LOC0008,2023-12-14 09:10:14,Interlocking fault,Unknown,Clear,6.68,WO0004573
FE0001809,AST000911,LOC0017,2024-04-10 05:09:57,Obstruction,Debris,Rain,2.73,
FE0001810,AST001082,LOC0025,2023-03-31 04:45:14,Propulsion fault,Wear & Tear,Clear,11.91,WO0005309
FE0001811,AST000092,LOC0017,2025-09-16 23:16:15,Insulation fault,Debris,Clear,4.75,WO0003220
FE0001812,AST000296,LOC0012,2024-02-28 23:25:20,Propulsion fault,Wear & Tear,Clear,5.85,WO0000700
FE0001813,AST000891,LOC0015,2023-01-30 01:26:30,Communication loss,Wear & Tear,Clear,2.12,WO0007399
FE0001814,AST000191,LOC0015,2025-03-24 08:58:43,Propulsion fault,Wear & Tear,Clear,8.59,
FE0001815,AST000395,LOC0003,2024-12-13 20:36:13,Heater failure,Wear & Tear,Clear,2.1,WO0003681
FE0001816,AST000041,LOC0011,2024-05-22 06:27:24,Track circuit failure,Power Quality,Rain,6.32,WO0007689
FE0001817,AST000466,LOC0014,2024-01-20 03:00:36,Interlocking fault,Wear & Tear,High Humidity,1.53,WO0002377
FE0001818,AST001164,LOC0023,2024-11-11 03:32:38,HVAC failure,Wear & Tear,High Humidity,5.61,
FE0001819,AST000519,LOC0018,2024-04-04 10:03:00,Trip event,Water Ingress,Clear,6.86,WO0007340
FE0001820,AST000496,LOC0014,2023-04-29 05:13:29,Interlocking fault,Vandalism,Clear,12.17,WO0003018
FE0001821,AST001175,LOC0001,2025-10-26 08:34:20,Communication loss,Wear & Tear,Clear,6.69,WO0002965
FE0001822,AST000750,LOC0014,2023-01-04 02:19:10,Control board fault,Wear & Tear,High Humidity,15.16,WO0000068
FE0001823,AST000112,LOC0018,2024-03-10 22:00:22,Vibration high,Wear & Tear,Clear,2.78,WO0004562
FE0001824,AST001144,LOC0002,2024-04-08 22:54:44,Track circuit failure,Vandalism,Clear,12.72,WO0006735
FE0001825,AST000812,LOC0002,2025-10-02 18:09:02,Motor failure,Wear & Tear,Clear,4.02,WO0002056
FE0001826,AST000822,LOC0014,2025-05-16 04:30:31,Insulation fault,Debris,Clear,4.92,WO0007920
FE0001827,AST000876,LOC0023,2025-07-04 19:40:11,Motor issue,Unknown,Clear,10.53,WO0004746
FE0001828,AST000355,LOC0009,2025-12-24 10:32:04,Motor issue,Water Ingress,Snow,14.02,WO0004441
FE0001829,AST001185,LOC0023,2024-04-30 12:17:37,Propulsion fault,Wear & Tear,Clear,10.06,
FE0001830,AST000957,LOC0010,2024-05-21 16:20:14,Interlocking fault,Wear & Tear,Clear,9.84,WO0003773
FE0001831,AST000192,LOC0017,2025-10-21 01:39:29,Brake issue,Water Ingress,Clear,1.7,
FE0001832,AST000629,LOC0015,2024-06-26 21:28:50,Heater failure,Debris,Rain,8.25,WO0000513
FE0001833,AST000064,LOC0022,2024-07-23 09:08:57,Relay failure,Wear & Tear,Heat Wave,4.04,WO0002816
FE0001834,AST000008,LOC0016,2024-03-15 01:47:40,Brake issue,Wear & Tear,Clear,5.57,
FE0001835,AST000815,LOC0006,2025-08-15 09:53:23,HVAC failure,Wear & Tear,Snow,13.87,WO0007507
FE0001836,AST000380,LOC0013,2025-10-25 23:39:31,Brake issue,Water Ingress,Clear,9.69,
FE0001837,AST000443,LOC0023,2024-05-18 12:50:58,Track circuit failure,Wear & Tear,Clear,2.9,WO0006654
FE0001838,AST000930,LOC0023,2024-05-29 06:29:08,Door fault,Wear & Tear,Rain,16.45,WO0005790
FE0001839,AST000494,LOC0005,2025-10-02 15:28:39,Water intrusion,Debris,Rain,12.44,WO0003991
FE0001840,AST000860,LOC0015,2023-09-16 19:44:43,Track circuit failure,Improper Adjustment,Clear,5.57,WO0003326
FE0001841,AST000870,LOC0002,2025-09-24 10:43:18,Brake issue,Wear & Tear,Rain,19.0,WO0000937
FE0001842,AST000860,LOC0015,2025-12-20 15:16:48,Interlocking fault,Unknown,Rain,6.26,WO0008069
FE0001843,AST000496,LOC0014,2023-10-16 20:44:52,Track circuit failure,Wear & Tear,Snow,12.63,WO0000687
FE0001844,AST000583,LOC0005,2024-10-21 17:00:40,Short circuit,Wear & Tear,Rain,25.9,WO0005303
FE0001845,AST000510,LOC0024,2024-08-18 02:49:44,Motor failure,Vandalism,Clear,8.46,WO0004312
FE0001846,AST000358,LOC0023,2024-11-16 14:00:14,Water intrusion,Unknown,Clear,2.53,
FE0001847,AST000015,LOC0014,2025-12-26 22:53:29,Motor failure,Water Ingress,Clear,5.02,WO0004453
FE0001848,AST000118,LOC0003,2024-08-13 09:29:59,Obstruction,Debris,High Humidity,7.43,WO0004516
FE0001849,AST000069,LOC0023,2024-07-23 04:46:32,Door fault,Improper Adjustment,Clear,6.41,WO0007058
FE0001850,AST000364,LOC0004,2023-11-15 23:06:25,Control failure,Power Quality,Rain,1.38,
FE0001851,AST000663,LOC0024,2024-09-05 10:12:19,Propulsion fault,Debris,Rain,2.62,WO0004406
FE0001852,AST000776,LOC0017,2025-03-27 16:33:05,Overheating,Improper Adjustment,Clear,7.72,WO0007788
FE0001853,AST000274,LOC0001,2023-01-12 13:09:22,Overheating,Wear & Tear,Clear,6.84,
FE0001854,AST000380,LOC0013,2025-01-07 20:43:16,Door fault,Vandalism,High Humidity,15.88,WO0003422
FE0001855,AST001141,LOC0008,2024-05-09 13:03:37,Overheating,Power Quality,Snow,6.06,
FE0001856,AST000565,LOC0015,2025-07-17 19:25:29,Hydraulic leak,Water Ingress,High Humidity,24.94,WO0004965
FE0001857,AST000540,LOC0002,2023-04-07 09:39:52,Vibration high,Wear & Tear,Clear,5.07,WO0004896
FE0001858,AST000829,LOC0008,2023-05-26 12:51:17,HVAC failure,Wear & Tear,Rain,6.32,WO0007947
FE0001859,AST000918,LOC0005,2025-06-04 23:12:40,HVAC failure,Wear & Tear,Snow,12.9,WO0006956
FE0001860,AST000401,LOC0006,2024-09-29 22:24:28,Handrail failure,Improper Adjustment,Snow,4.88,WO0005255
FE0001861,AST000529,LOC0013,2025-12-08 01:46:57,HVAC failure,Design Limitation,Clear,1.37,WO0005881
FE0001862,AST000339,LOC0004,2023-01-26 11:18:10,Handrail failure,Vandalism,Clear,9.63,
FE0001863,AST000768,LOC0015,2023-04-07 11:10:25,Vibration high,Wear & Tear,Clear,6.05,WO0004953
FE0001864,AST001152,LOC0020,2023-07-12 19:50:35,Heater failure,Wear & Tear,High Humidity,2.67,WO0004026
FE0001865,AST000246,LOC0020,2024-06-05 02:50:15,Motor issue,Vandalism,Clear,11.36,
FE0001866,AST001185,LOC0023,2023-07-03 06:19:59,HVAC failure,Wear & Tear,Clear,13.15,WO0001735
FE0001867,AST000877,LOC0015,2023-10-09 02:51:54,Door fault,Vandalism,Rain,4.13,
FE0001868,AST001111,LOC0025,2025-03-11 10:06:57,Overheating,Wear & Tear,Clear,5.05,WO0005896
