work_order_id,asset_id,location_id,work_order_type,priority,status,request_channel,created_at,completed_at,assigned_technician_id,planned_hours,labor_cost_usd,parts_cost_usd,total_cost_usd
WO0005455,AST000115,LOC0012,Corrective,P2,Closed,Auto Alert,2025-12-29 18:20:52,2026-01-15 18:20:52,TECH0003,3.84,267.61,178.32,445.93
WO0005456,AST000390,LOC0006,Preventive,P1,Closed,Phone,2023-11-30 02:57:57,2023-12-18 02:57:57,TECH0045,5.02,316.44,10.8,327.24
WO0005457,AST000597,LOC0019,Preventive,P2,In Progress,Mobile,2023-10-12 14:36:20,,TECH0008,6.76,590.41,85.68,676.09
WO0005458,AST000656,LOC0012,Inspection,P4,Backlog,Web,2024-03-13 16:38:31,,TECH0035,0.84,44.62,117.9,162.52
WO0005459,AST001055,LOC0022,Inspection,P3,Backlog,Mobile,2025-09-08 04:08:59,,TECH0007,5.13,320.61,29.15,349.76
WO0005460,AST000812,LOC0002,Corrective,P2,Closed,Auto Alert,2024-08-22 00:34:32,2024-09-09 00:34:32,TECH0045,2.47,168.99,116.69,285.68
WO0005461,AST000423,LOC0009,Corrective,P3,Closed,Web,2024-10-29 01:24:24,2024-11-09 01:24:24,TECH0036,16.4,888.39,255.13,1143.52
WO0005462,AST000365,LOC0005,Corrective,P3,Closed,Mobile,2025-05-04 16:28:12,2025-05-07 16:28:12,TECH0047,3.23,200.25,362.3,562.55
WO0005463,AST000232,LOC0020,Corrective,P1,Backlog,Web,2025-02-22 00:02:38,,TECH0045,24.73,1250.84,206.93,1457.77
WO0005464,AST000569,LOC0005,Preventive,P3,Closed,Web,2024-10-17 17:50:14,2024-11-05 17:50:14,TECH0008,6.48,399.29,144.45,543.74
WO0005465,AST001148,LOC0002,Preventive,P2,Closed,Web,2024-09-06 04:56:56,2024-09-07 04:56:56,TECH0065,1.37,109.27,121.18,230.45
WO0005466,AST000127,LOC0023,Corrective,P3,Closed,Mobile,2024-08-06 21:38:13,2024-08-16 21:38:13,TECH0029,2.56,170.71,209.85,380.56
WO0005467,AST000044,LOC0017,Preventive,P2,In Progress,Web,2023-07-17 23:43:05,,TECH0002,1.54,129.84,304.91,434.75
WO0005468,AST000117,LOC0006,Corrective,P3,Closed,Mobile,2024-03-29 16:44:21,2024-04-13 16:44:21,TECH0066,4.26,337.46,238.3,575.76
WO0005469,AST000618,LOC0001,Corrective,P2,Cancelled,Auto Alert,2025-07-16 12:30:55,,TECH0060,12.24,615.04,173.24,788.28
WO0005470,AST001034,LOC0020,Preventive,P2,Cancelled,Web,2023-02-13 02:59:44,,TECH0055,12.36,661.3,108.12,769.42
WO0005471,AST000766,LOC0019,Inspection,P3,Backlog,Mobile,2025-06-25 15:07:27,,TECH0052,1.24,98.39,256.82,355.21
WO0005472,AST000647,LOC0006,Corrective,P2,Closed,Phone,2024-09-11 16:54:10,2024-09-13 16:54:10,TECH0006,2.4,153.72,402.15,555.87
WO0005473,AST000814,LOC0019,Corrective,P2,Backlog,Web,2024-01-18 21:44:02,,TECH0023,8.45,424.61,141.16,565.77
WO0005474,AST000556,LOC0004,Emergency,P1,Closed,Mobile,2023-05-05 21:33:03,2023-05-09 21:33:03,TECH0061,3.77,281.06,38.91,319.97
WO0005475,AST001165,LOC0002,Preventive,P3,Closed,Mobile,2025-04-16 09:59:46,2025-05-05 09:59:46,TECH0007,7.34,590.21,269.56,859.77
WO0005476,AST000525,LOC0014,Preventive,P3,Closed,Mobile,2023-01-01 18:37:34,2023-01-15 18:37:34,TECH0005,6.08,485.89,148.06,633.95
WO0005477,AST000968,LOC0014,Preventive,P4,In Progress,Mobile,2024-08-17 15:05:52,,TECH0007,3.3,231.02,462.2,693.22
WO0005478,AST001144,LOC0002,Corrective,P3,Closed,Auto Alert,2023-06-27 19:29:13,2023-06-27 19:29:13,TECH0048,9.81,754.49,751.38,1505.87
WO0005479,AST000544,LOC0022,Preventive,P4,Closed,Web,2025-09-22 09:48:41,2025-09-30 09:48:41,TECH0056,5.58,391.84,103.18,495.02
WO0005480,AST000507,LOC0024,Inspection,P2,Cancelled,Phone,2023-07-19 14:55:31,,TECH0024,1.65,91.34,30.77,122.11
WO0005481,AST000777,LOC0002,Preventive,P3,Closed,Mobile,2025-05-29 02:13:28,2025-06-07 02:13:28,TECH0064,1.42,108.13,100.91,209.04
WO0005482,AST000313,LOC0014,Corrective,P2,Closed,Web,2024-09-20 14:28:57,2024-09-22 14:28:57,TECH0019,6.21,390.38,147.03,537.41
WO0005483,AST000927,LOC0023,Corrective,P2,Backlog,Phone,2023-02-14 21:22:07,,TECH0024,11.97,999.86,190.45,1190.31
WO0005484,AST000115,LOC0012,Preventive,P3,Backlog,Auto Alert,2025-02-27 11:10:59,,TECH0034,1.75,107.77,278.14,385.91
WO0005485,AST000833,LOC0013,Inspection,P4,Closed,Web,2025-08-20 19:22:21,2025-09-03 19:22:21,TECH0028,0.9,56.41,42.8,99.21
WO0005486,AST000965,LOC0020,Corrective,P3,Closed,Mobile,2023-08-31 12:30:56,2023-09-06 12:30:56,TECH0006,2.16,117.04,167.03,284.07
WO0005487,AST000385,LOC0017,Inspection,P2,Closed,Web,2025-11-26 13:55:31,2025-12-07 13:55:31,TECH0042,2.51,181.4,27.5,208.9
WO0005488,AST001134,LOC0005,Corrective,P3,Closed,Mobile,2025-05-24 05:09:57,2025-06-11 05:09:57,TECH0068,0.5,42.01,244.59,286.6
WO0005489,AST001155,LOC0019,Corrective,P2,Closed,Web,2024-01-03 23:15:00,2024-01-22 23:15:00,TECH0026,3.28,239.54,40.85,280.39
WO0005490,AST001116,LOC0021,Corrective,P3,Closed,Mobile,2023-05-12 07:19:39,2023-05-18 07:19:39,TECH0067,7.46,491.28,50.85,542.13
WO0005491,AST000066,LOC0010,Corrective,P2,In Progress,Web,2024-04-15 02:47:56,,TECH0059,11.92,721.41,171.5,892.91
WO0005492,AST000204,LOC0019,Preventive,P2,Closed,Web,2025-06-03 01:50:18,2025-06-21 01:50:18,TECH0012,17.06,997.49,124.68,1122.17
WO0005493,AST000681,LOC0025,Corrective,P1,Closed,Auto Alert,2024-10-04 09:11:58,2024-10-05 09:11:58,TECH0070,8.02,619.73,282.66,902.39
WO0005494,AST000773,LOC0007,Preventive,P4,Closed,Phone,2024-12-10 00:00:43,2024-12-21 00:00:43,TECH0068,1.97,115.69,142.02,257.71
WO0005495,AST000756,LOC0012,Corrective,P1,Closed,Mobile,2025-05-05 05:07:30,2025-05-20 05:07:30,TECH0049,27.01,1193.39,370.78,1564.17
WO0005496,AST000639,LOC0023,Preventive,P2,Closed,Auto Alert,2024-01-07 00:21:20,2024-01-11 00:21:20,TECH0068,4.77,453.15,305.12,758.27
WO0005497,AST000177,LOC0004,Emergency,P2,In Progress,Phone,2023-02-10 21:45:20,,TECH0024,9.75,662.71,432.02,1094.73
WO0005498,AST000490,LOC0009,Preventive,P3,Cancelled,Phone,2025-08-26 00:19:22,,TECH0009,9.0,551.46,254.53,805.99
WO0005499,AST000587,LOC0008,Corrective,P2,Closed,Mobile,2024-11-02 16:06:49,2024-11-05 16:06:49,TECH0011,1.47,85.79,698.42,784.21
WO0005500,AST000977,LOC0001,Preventive,P3,Closed,Phone,2024-09-11 07:05:33,2024-09-17 07:05:33,TECH0001,4.21,296.99,407.82,704.81
WO0005501,AST001026,LOC0020,Preventive,P2,In Progress,Web,2024-09-19 17:42:51,,TECH0061,1.55,82.96,47.04,130.0
WO0005502,AST001079,LOC0014,Preventive,P2,Closed,Mobile,2025-07-22 22:56:45,2025-08-03 22:56:45,TECH0033,0.79,46.47,213.44,259.91
WO0005503,AST001114,LOC0007,Corrective,P2,Closed,Phone,2025-04-22 08:55:26,2025-05-04 08:55:26,TECH0035,3.06,212.2,125.65,337.85
WO0005504,AST000164,LOC0016,Preventive,P2,In Progress,Auto Alert,2025-01-03 18:35:21,,TECH0024,12.98,730.23,159.59,889.82
WO0005505,AST001093,LOC0006,Preventive,P3,Closed,Mobile,2025-05-06 07:15:04,2025-05-13 07:15:04,TECH0037,0.9,47.97,44.01,91.98
WO0005506,AST000007,LOC0007,Preventive,P2,Closed,Web,2023-11-12 22:12:11,2023-11-27 22:12:11,TECH0034,3.34,199.59,35.73,235.32
WO0005507,AST000077,LOC0019,Preventive,P3,Closed,Phone,2025-02-18 08:04:15,2025-02-23 08:04:15,TECH0032,6.78,421.81,239.0,660.81
WO0005508,AST000235,LOC0011,Emergency,P2,Closed,Auto Alert,2025-12-03 15:29:28,2025-12-08 15:29:28,TECH0037,4.69,293.61,159.68,453.29
WO0005509,AST000152,LOC0007,Corrective,P2,Closed,Mobile,2023-09-15 06:51:35,2023-09-24 06:51:35,TECH0018,23.21,1446.57,275.54,1722.11
WO0005510,AST000972,LOC0022,Inspection,P2,Closed,Web,2024-09-17 06:01:32,2024-09-19 06:01:32,TECH0053,3.48,236.06,75.49,311.55
WO0005511,AST000385,LOC0017,Corrective,P3,Closed,Phone,2025-01-15 22:16:07,2025-01-27 22:16:07,TECH0001,1.11,64.46,184.61,249.07
WO0005512,AST001100,LOC0019,Corrective,P2,Closed,Web,2024-07-19 20:19:39,2024-08-06 20:19:39,TECH0045,3.01,204.65,306.88,511.53
WO0005513,AST000771,LOC0004,Inspection,P3,Closed,Web,2025-11-26 21:19:35,2025-12-10 21:19:35,TECH0010,0.65,38.49,149.65,188.14
WO0005514,AST000817,LOC0016,Preventive,P4,Closed,Web,2024-03-17 20:13:58,2024-03-23 20:13:58,TECH0036,1.63,104.03,153.34,257.37
WO0005515,AST000194,LOC0014,Inspection,P1,Closed,Web,2023-08-27 13:05:29,2023-08-28 13:05:29,TECH0044,3.72,218.22,36.02,254.24
WO0005516,AST000022,LOC0007,Corrective,P2,Closed,Auto Alert,2023-05-30 07:07:32,2023-06-11 07:07:32,TECH0036,11.35,532.43,180.72,713.15
WO0005517,AST000144,LOC0015,Preventive,P2,Backlog,Phone,2025-07-18 23:13:32,,TECH0069,19.18,1305.23,133.16,1438.39
WO0005518,AST000695,LOC0015,Inspection,P2,Closed,Web,2025-01-21 09:40:28,2025-02-07 09:40:28,TECH0066,2.87,217.23,92.29,309.52
WO0005519,AST001078,LOC0009,Preventive,P2,Backlog,Web,2024-09-24 21:50:19,,TECH0067,7.35,496.7,138.61,635.31
WO0005520,AST000505,LOC0013,Emergency,P3,Cancelled,Mobile,2024-04-16 17:24:10,,TECH0021,7.09,373.45,319.09,692.54
WO0005521,AST000650,LOC0003,Emergency,P3,Closed,Mobile,2024-03-24 21:20:22,2024-04-11 21:20:22,TECH0070,3.47,179.56,171.16,350.72
WO0005522,AST000938,LOC0013,Preventive,P3,Closed,Web,2025-10-20 09:37:00,2025-10-25 09:37:00,TECH0014,2.26,166.1,130.31,296.41
WO0005523,AST000224,LOC0022,Preventive,P1,Closed,Web,2025-01-15 00:00:42,2025-01-30 00:00:42,TECH0026,16.25,1124.09,48.15,1172.24
WO0005524,AST000904,LOC0015,Inspection,P3,Backlog,Mobile,2025-11-22 18:45:12,,TECH0022,1.99,132.5,101.74,234.24
WO0005525,AST000807,LOC0019,Preventive,P3,Cancelled,Mobile,2025-05-27 15:34:59,,TECH0015,11.44,841.31,137.25,978.56
WO0005526,AST000239,LOC0016,Inspection,P3,Closed,Web,2025-04-20 13:36:06,2025-05-08 13:36:06,TECH0056,3.09,221.65,130.16,351.81
WO0005527,AST000465,LOC0012,Preventive,P3,Backlog,Phone,2024-08-29 05:34:19,,TECH0053,4.4,291.61,136.03,427.64
WO0005528,AST000380,LOC0013,Preventive,P3,In Progress,Mobile,2023-09-23 12:45:44,,TECH0021,8.78,693.33,102.34,795.67
WO0005529,AST001174,LOC0019,Corrective,P3,Closed,Phone,2024-12-16 15:25:01,2024-12-31 15:25:01,TECH0049,6.38,524.37,435.47,959.84
WO0005530,AST000260,LOC0001,Inspection,P1,Backlog,Web,2025-02-22 23:56:45,,TECH0046,0.5,38.92,94.7,133.62
WO0005531,AST001131,LOC0003,Inspection,P3,Closed,Web,2024-07-25 13:22:02,2024-07-29 13:22:02,TECH0067,1.55,112.64,54.79,167.43
WO0005532,AST000634,LOC0016,Corrective,P3,Closed,Phone,2025-11-17 04:53:09,2025-11-24 04:53:09,TECH0027,6.0,396.99,88.26,485.25
WO0005533,AST000067,LOC0002,Preventive,P1,In Progress,Mobile,2025-06-23 21:48:18,,TECH0014,7.6,497.69,35.7,533.39
WO0005534,AST000099,LOC0008,Corrective,P2,In Progress,Web,2024-01-21 15:56:09,,TECH0028,7.7,558.21,113.56,671.77
WO0005535,AST000148,LOC0012,Preventive,P1,Closed,Phone,2024-06-24 12:17:45,2024-07-08 12:17:45,TECH0004,5.83,346.28,17.83,364.11
WO0005536,AST000713,LOC0024,Preventive,P3,Closed,Auto Alert,2023-05-16 02:03:24,2023-06-03 02:03:24,TECH0053,4.25,273.72,52.99,326.71
WO0005537,AST001074,LOC0025,Preventive,P1,Closed,Web,2025-10-22 17:31:04,2025-11-08 17:31:04,TECH0070,14.99,884.27,292.26,1176.53
WO0005538,AST000575,LOC0020,Corrective,P4,Closed,Web,2023-09-10 12:55:42,2023-09-27 12:55:42,TECH0014,3.16,203.15,252.91,456.06
WO0005539,AST000459,LOC0014,Preventive,P4,Closed,Phone,2024-02-18 15:32:01,2024-02-24 15:32:01,TECH0062,2.92,165.84,167.66,333.5
WO0005540,AST000673,LOC0018,Preventive,P4,Closed,Mobile,2024-04-14 06:18:26,2024-04-14 06:18:26,TECH0044,5.97,375.17,70.21,445.38
WO0005541,AST000259,LOC0009,Corrective,P2,Closed,Auto Alert,2023-10-16 04:12:08,2023-10-19 04:12:08,TECH0046,12.66,773.21,149.76,922.97
WO0005542,AST001007,LOC0004,Preventive,P3,Closed,Phone,2024-11-25 23:33:16,2024-11-28 23:33:16,TECH0040,1.38,104.49,155.65,260.14
WO0005543,AST000396,LOC0016,Emergency,P4,Closed,Web,2025-12-25 14:04:50,2026-01-09 14:04:50,TECH0012,0.85,65.13,176.13,241.26
WO0005544,AST000586,LOC0014,Preventive,P3,Backlog,Mobile,2025-07-25 12:04:00,,TECH0057,6.58,465.53,69.36,534.89
WO0005545,AST000244,LOC0012,Preventive,P2,In Progress,Web,2024-08-04 02:12:52,,TECH0017,6.34,318.48,58.79,377.27
WO0005546,AST000945,LOC0017,Inspection,P4,Closed,Phone,2023-05-24 09:45:21,2023-06-08 09:45:21,TECH0064,2.35,166.83,111.19,278.02
WO0005547,AST000758,LOC0022,Corrective,P3,In Progress,Mobile,2025-08-03 04:26:13,,TECH0060,9.64,711.12,327.23,1038.35
WO0005548,AST001123,LOC0006,Inspection,P3,Closed,Web,2023-10-09 03:08:23,2023-10-16 03:08:23,TECH0011,2.48,153.11,182.08,335.19
WO0005549,AST000985,LOC0006,Corrective,P4,Closed,Mobile,2025-09-24 14:34:56,2025-10-02 14:34:56,TECH0031,5.63,409.17,59.11,468.28
WO0005550,AST000110,LOC0025,Preventive,P4,Backlog,Mobile,2024-03-08 23:55:14,,TECH0019,2.13,158.43,70.51,228.94
WO0005551,AST000741,LOC0011,Corrective,P3,Closed,Auto Alert,2024-07-21 17:21:27,2024-07-27 17:21:27,TECH0060,2.78,135.78,312.51,448.29
WO0005552,AST000093,LOC0005,Corrective,P2,Closed,Mobile,2024-04-23 04:14:13,2024-05-09 04:14:13,TECH0010,5.33,397.73,747.66,1145.39
WO0005553,AST000800,LOC0015,Corrective,P3,In Progress,Web,2024-05-14 00:09:43,,TECH0015,1.28,80.48,390.61,471.09
WO0005554,AST000222,LOC0015,Preventive,P3,Closed,Web,2023-06-30 15:39:15,2023-07-06 15:39:15,TECH0070,1.88,96.45,27.36,123.81
WO0005555,AST000260,LOC0001,Preventive,P3,Backlog,Phone,2024-08-28 09:50:34,,TECH0050,3.81,253.74,365.85,619.59
WO0005556,AST000873,LOC0004,Preventive,P2,Backlog,Web,2024-03-17 06:05:20,,TECH0043,6.29,384.6,249.49,634.09
WO0005557,AST000283,LOC0003,Inspection,P3,Closed,Mobile,2025-07-17 06:35:38,2025-08-03 06:35:38,TECH0007,6.49,477.21,60.06,537.27
WO0005558,AST000764,LOC0004,Preventive,P3,In Progress,Mobile,2024-06-06 13:21:08,,TECH0066,3.64,258.94,196.49,455.43
WO0005559,AST000235,LOC0011,Emergency,P4,Backlog,Phone,2025-11-22 07:16:15,,TECH0012,3.16,222.62,736.01,958.63
WO0005560,AST000724,LOC0015,Preventive,P4,Backlog,Auto Alert,2023-11-21 20:23:25,,TECH0068,1.04,59.49,96.56,156.05
WO0005561,AST001179,LOC0004,Corrective,P2,Closed,Web,2023-12-26 12:18:18,2023-12-28 12:18:18,TECH0040,13.55,827.87,342.51,1170.38
WO0005562,AST000808,LOC0005,Preventive,P3,Closed,Mobile,2023-02-10 05:07:51,2023-02-21 05:07:51,TECH0064,4.39,271.94,418.5,690.44
WO0005563,AST000254,LOC0011,Corrective,P3,Closed,Mobile,2025-03-19 19:12:23,2025-03-30 19:12:23,TECH0032,4.83,345.31,47.15,392.46
WO0005564,AST000550,LOC0001,Inspection,P3,Closed,Auto Alert,2023-03-22 10:48:56,2023-04-10 10:48:56,TECH0019,3.37,265.44,102.43,367.87
WO0005565,AST000284,LOC0018,Corrective,P1,Closed,Web,2023-11-09 11:38:28,2023-11-13 11:38:28,TECH0008,15.55,1095.97,467.59,1563.56
WO0005566,AST000349,LOC0005,Preventive,P3,Closed,Phone,2025-09-24 01:18:52,2025-10-11 01:18:52,TECH0036,10.45,592.57,90.29,682.86
WO0005567,AST000514,LOC0008,Inspection,P3,Closed,Web,2024-10-30 23:50:45,2024-11-01 23:50:45,TECH0043,0.83,50.41,37.08,87.49
WO0005568,AST000223,LOC0009,Preventive,P3,Closed,Web,2024-09-03 20:42:49,2024-09-07 20:42:49,TECH0017,3.29,227.37,34.96,262.33
WO0005569,AST000313,LOC0014,Corrective,P4,Closed,Mobile,2025-05-31 05:52:13,2025-05-31 05:52:13,TECH0023,7.3,559.27,106.73,666.0
WO0005570,AST001128,LOC0015,Inspection,P4,Closed,Phone,2025-04-24 18:50:06,2025-04-30 18:50:06,TECH0031,0.72,46.03,12.19,58.22
WO0005571,AST000857,LOC0019,Preventive,P4,Closed,Web,2025-08-28 16:51:38,2025-09-11 16:51:38,TECH0009,10.46,750.57,40.28,790.85
WO0005572,AST000298,LOC0015,Corrective,P4,Closed,Mobile,2024-12-29 11:24:29,2025-01-01 11:24:29,TECH0030,3.58,176.98,132.41,309.39
WO0005573,AST000025,LOC0025,Inspection,P3,Closed,Web,2024-05-06 08:15:40,2024-05-07 08:15:40,TECH0024,10.74,639.45,18.32,657.77
WO0005574,AST000410,LOC0018,Preventive,P4,Closed,Auto Alert,2023-05-24 01:47:22,2023-06-04 01:47:22,TECH0064,0.83,59.97,114.02,173.99
WO0005575,AST000195,LOC0012,Preventive,P4,Closed,Web,2024-02-09 21:10:45,2024-02-09 21:10:45,TECH0021,6.41,263.12,110.49,373.61
WO0005576,AST000866,LOC0008,Corrective,P3,Closed,Phone,2025-02-11 05:48:55,2025-02-24 05:48:55,TECH0049,3.1,235.26,44.6,279.86
WO0005577,AST000518,LOC0018,Inspection,P2,Closed,Web,2023-10-05 12:42:30,2023-10-20 12:42:30,TECH0055,3.6,247.89,60.88,308.77
WO0005578,AST000901,LOC0018,Corrective,P2,In Progress,Mobile,2025-01-04 17:12:47,,TECH0052,10.12,666.54,274.33,940.87
WO0005579,AST000993,LOC0020,Corrective,P3,In Progress,Web,2023-05-27 02:12:11,,TECH0032,10.39,463.57,425.6,889.17
WO0005580,AST000634,LOC0016,Preventive,P3,Closed,Mobile,2023-03-08 03:42:51,2023-03-18 03:42:51,TECH0052,5.45,405.83,303.03,708.86
WO0005581,AST000923,LOC0010,Preventive,P3,Backlog,Mobile,2024-02-04 14:02:01,,TECH0033,3.85,325.75,249.07,574.82
WO0005582,AST000622,LOC0024,Preventive,P3,In Progress,Mobile,2023-09-09 17:11:17,,TECH0039,4.43,276.96,159.22,436.18
WO0005583,AST000776,LOC0017,Preventive,P3,Backlog,Mobile,2025-08-12 19:34:36,,TECH0037,19.8,1190.35,140.43,1330.78
WO0005584,AST001161,LOC0002,Preventive,P2,Closed,Mobile,2024-02-19 05:01:22,2024-02-24 05:01:22,TECH0025,10.12,628.32,185.45,813.77
WO0005585,AST001152,LOC0020,Preventive,P1,Closed,Auto Alert,2024-04-03 14:18:50,2024-04-18 14:18:50,TECH0024,2.73,197.92,88.47,286.39
WO0005586,AST000555,LOC0020,Corrective,P3,In Progress,Web,2024-03-17 20:05:16,,TECH0059,6.0,450.81,193.06,643.87
WO0005587,AST000636,LOC0002,Corrective,P2,Closed,Phone,2023-12-14 10:27:51,2023-12-15 10:27:51,TECH0008,9.37,662.95,106.51,769.46
WO0005588,AST001079,LOC0014,Preventive,P4,In Progress,Mobile,2025-10-01 21:48:50,,TECH0025,0.5,31.2,81.63,112.83
WO0005589,AST000075,LOC0017,Corrective,P4,Closed,Mobile,2025-03-20 08:23:43,2025-03-23 08:23:43,TECH0033,10.05,763.42,147.79,911.21
WO0005590,AST001184,LOC0005,Preventive,P3,Closed,Mobile,2023-06-23 22:29:57,2023-06-24 22:29:57,TECH0037,1.87,100.22,20.87,121.09
WO0005591,AST000759,LOC0013,Preventive,P3,Backlog,Mobile,2023-08-25 01:33:35,,TECH0012,2.43,186.65,215.88,402.53
WO0005592,AST000076,LOC0024,Emergency,P4,Closed,Mobile,2023-03-30 16:52:58,2023-04-16 16:52:58,TECH0011,2.25,175.93,254.85,430.78
WO0005593,AST000674,LOC0015,Corrective,P4,Closed,Mobile,2023-10-08 15:13:01,2023-10-09 15:13:01,TECH0046,8.86,541.12,325.13,866.25
WO0005594,AST000788,LOC0020,Preventive,P3,Closed,Phone,2024-12-19 22:46:01,2024-12-29 22:46:01,TECH0042,6.35,524.44,72.73,597.17
WO0005595,AST000670,LOC0004,Preventive,P4,Closed,Auto Alert,2025-10-21 19:40:45,2025-11-07 19:40:45,TECH0014,6.69,501.86,91.54,593.4
WO0005596,AST001157,LOC0017,Corrective,P3,In Progress,Web,2024-06-11 09:27:46,,TECH0033,15.14,984.57,186.12,1170.69
WO0005597,AST000552,LOC0009,Preventive,P1,Closed,Web,2023-03-31 08:10:37,2023-04-06 08:10:37,TECH0049,7.69,473.64,113.43,587.07
WO0005598,AST000533,LOC0004,Emergency,P3,Closed,Mobile,2023-02-21 21:16:13,2023-02-23 21:16:13,TECH0062,5.45,396.85,166.32,563.17
WO0005599,AST000250,LOC0019,Corrective,P3,Closed,Phone,2024-03-30 00:30:26,2024-03-31 00:30:26,TECH0002,6.69,392.14,318.12,710.26
WO0005600,AST000456,LOC0020,Preventive,P4,Closed,Phone,2023-10-17 20:00:55,2023-11-04 20:00:55,TECH0022,1.93,153.44,21.02,174.46
WO0005601,AST000627,LOC0019,Corrective,P1,Closed,Web,2024-09-23 13:01:16,2024-10-05 13:01:16,TECH0053,13.3,789.87,310.08,1099.95
WO0005602,AST000450,LOC0025,Corrective,P2,Closed,Phone,2023-05-10 12:36:09,2023-05-27 12:36:09,TECH0022,15.43,1383.18,30.1,1413.28
WO0005603,AST000097,LOC0017,Corrective,P3,Closed,Web,2023-09-10 03:15:05,2023-09-29 03:15:05,TECH0010,2.73,185.62,368.49,554.11
WO0005604,AST000915,LOC0006,Emergency,P4,Closed,Mobile,2024-08-31 15:23:34,2024-09-07 15:23:34,TECH0009,7.84,405.73,34.98,440.71
WO0005605,AST000324,LOC0011,Inspection,P3,In Progress,Mobile,2023-11-04 17:00:29,,TECH0044,2.83,220.99,40.39,261.38
WO0005606,AST000804,LOC0010,Preventive,P2,Closed,Mobile,2024-02-04 08:27:15,2024-02-07 08:27:15,TECH0034,4.78,292.32,131.81,424.13
WO0005607,AST001170,LOC0006,Preventive,P4,Closed,Mobile,2023-08-31 22:05:46,2023-09-13 22:05:46,TECH0019,6.36,294.77,92.13,386.9
WO0005608,AST000528,LOC0019,Preventive,P3,Closed,Phone,2023-02-26 09:36:31,2023-03-13 09:36:31,TECH0054,5.75,482.64,12.74,495.38
WO0005609,AST000045,LOC0016,Corrective,P4,Closed,Auto Alert,2024-01-13 23:28:36,2024-01-23 23:28:36,TECH0014,3.63,335.37,55.16,390.53
WO0005610,AST000702,LOC0024,Corrective,P4,Closed,Mobile,2025-09-10 20:43:52,2025-09-21 20:43:52,TECH0046,4.0,281.2,268.77,549.97
WO0005611,AST000060,LOC0010,Preventive,P1,In Progress,Phone,2025-09-04 12:39:56,,TECH0064,7.05,504.02,92.18,596.2
WO0005612,AST000719,LOC0015,Emergency,P4,Closed,Web,2024-04-17 14:06:55,2024-05-03 14:06:55,TECH0007,6.72,468.22,420.02,888.24
WO0005613,AST001171,LOC0022,Preventive,P3,In Progress,Mobile,2023-11-12 08:12:12,,TECH0033,4.4,313.44,132.88,446.32
WO0005614,AST000351,LOC0020,Inspection,P4,Closed,Web,2024-04-02 12:32:47,2024-04-11 12:32:47,TECH0022,4.22,261.54,40.15,301.69
WO0005615,AST000411,LOC0006,Inspection,P2,Closed,Web,2024-10-27 15:31:49,2024-11-03 15:31:49,TECH0056,1.24,80.57,26.82,107.39
WO0005616,AST000008,LOC0016,Preventive,P3,Closed,Mobile,2024-02-28 07:20:43,2024-03-16 07:20:43,TECH0023,5.8,366.05,302.41,668.46
WO0005617,AST000308,LOC0006,Preventive,P2,Backlog,Mobile,2025-04-07 23:34:02,,TECH0054,7.51,488.7,131.14,619.84
WO0005618,AST000005,LOC0011,Preventive,P1,Closed,Web,2025-11-21 16:57:40,2025-12-05 16:57:40,TECH0043,22.03,1167.38,101.82,1269.2
WO0005619,AST000645,LOC0010,Emergency,P4,Closed,Mobile,2024-03-17 15:56:08,2024-03-25 15:56:08,TECH0056,6.13,458.02,774.52,1232.54
WO0005620,AST000539,LOC0022,Preventive,P2,Closed,Phone,2023-05-09 10:37:45,2023-05-16 10:37:45,TECH0056,6.88,454.74,223.74,678.48
WO0005621,AST000738,LOC0015,Inspection,P1,Closed,Mobile,2023-05-13 06:57:19,2023-05-21 06:57:19,TECH0050,9.49,685.13,180.5,865.63
WO0005622,AST000824,LOC0001,Corrective,P4,Closed,Mobile,2025-08-12 16:53:09,2025-08-27 16:53:09,TECH0070,6.21,434.96,351.08,786.04
WO0005623,AST000046,LOC0013,Corrective,P2,Backlog,Mobile,2023-12-25 05:47:34,,TECH0058,0.95,40.25,314.2,354.45
WO0005624,AST001107,LOC0010,Inspection,P3,Closed,Mobile,2024-11-09 05:46:31,2024-11-15 05:46:31,TECH0018,0.5,34.8,72.19,106.99
WO0005625,AST000326,LOC0014,Corrective,P4,Backlog,Web,2025-11-13 09:07:28,,TECH0008,3.93,288.17,275.0,563.17
WO0005626,AST001008,LOC0009,Inspection,P3,Closed,Web,2024-04-09 23:53:45,2024-04-17 23:53:45,TECH0014,3.11,175.85,14.47,190.32
WO0005627,AST001123,LOC0006,Corrective,P1,Closed,Auto Alert,2023-12-12 04:10:19,2023-12-28 04:10:19,TECH0031,11.51,749.06,69.06,818.12
WO0005628,AST000416,LOC0003,Preventive,P3,In Progress,Auto Alert,2025-08-02 16:17:57,,TECH0030,1.28,78.92,32.49,111.41
WO0005629,AST000941,LOC0010,Preventive,P3,Closed,Phone,2023-04-01 17:56:17,2023-04-20 17:56:17,TECH0053,6.41,442.52,138.83,581.35
WO0005630,AST000648,LOC0024,Preventive,P2,Closed,Web,2025-07-13 11:25:09,2025-07-21 11:25:09,TECH0048,1.56,99.2,139.27,238.47
WO0005631,AST000754,LOC0006,Corrective,P3,Closed,Mobile,2024-07-23 10:42:02,2024-07-30 10:42:02,TECH0011,7.69,366.74,268.39,635.13
